subgroup
45 87 47 46 25
32 37 31 36 76
45 47 44 25 17
45 47 44 17 19
32 6 36 5 3
45 47 44 17 25
70 69 3 59 5
45 47 44 17 25
23 27 32 81 55
45 47 44 46 87
83 15 13 51 67
27 23 83 81 90
32 3 34 49 35
45 47 44 17 25
23 27 83 64 21
32 34 50 49 35
32 3 34 49 50
32 3 50 34 49
45 47 44 17 89
45 47 44 17 88
45 47 44 17 25
3 32 49 69 50
32 34 35 3 49
44 45 47 46 87
34 50 58 33 3
45 44 17 47 87
44 45 47 87 46
32 34 36 35 56
21 23 13 19 45
45 47 44 17 25
45 47 44 46 17
45 47 44 17 25
32 35 34 49 58
45 47 44 17 25
32 3 49 35 34
32 34 50 58 3
32 3 34 49 35
32 3 34 50 49
45 47 44 17 19
32 34 56 58 36
45 47 44 17 88
32 3 49 50 34
32 3 34 50 35
32 35 36 34 50
45 44 47 25 17
45 47 44 17 25
34 32 35 58 56
18 89 17 44 43
32 3 69 5 6
32 3 49 34 50
32 3 49 35 50
70 69 64 5 59
45 47 44 17 25
32 35 34 50 3
45 47 44 17 25
32 3 49 35 34
29 80 42 77 78
45 47 44 17 25
44 17 13 47 45
35 32 3 36 34
47 45 44 46 25
44 47 45 46 17
45 47 44 17 88
45 47 44 46 17
47 44 45 46 87
32 3 35 49 69
32 3 49 34 50
44 47 45 46 91
45 47 44 17 19
44 47 45 17 46
32 3 35 49 50
45 47 44 17 21
45 47 44 17 25
32 3 50 49 34
65 56 60 7 36
21 13 23 89 18
6 36 5 71 68
45 47 44 17 88
45 46 25 9 47
32 3 49 34 35
45 47 44 46 87
27 23 83 90 81
23 90 21 89 83
32 3 34 50 49
32 34 50 49 35
45 47 44 17 25
45 47 44 17 25
32 34 50 35 3
20 26 44 28 87
89 10 44 17 88
45 44 47 46 17
45 47 44 17 25
76 56 0 37 75
32 34 3 50 49
32 3 49 50 34
45 25 89 47 21
45 47 44 17 88
45 47 44 25 17
32 35 34 3 49
32 3 49 50 35
32 69 3 5 6
32 3 49 34 50
32 34 35 50 3
45 47 44 17 25
45 47 44 25 17
34 50 36 33 32
64 70 3 69 6
89 18 21 45 17
74 75 82 39 22
32 35 34 3 49
32 34 50 35 49
44 47 45 17 87
44 45 47 17 46
32 3 34 49 50
32 35 34 49 3
45 47 44 17 25
32 3 34 50 33
32 34 35 36 56
45 47 44 46 25
65 60 56 7 36
32 3 49 35 34
45 44 47 46 87
32 34 35 50 58
45 47 44 25 17
45 47 44 17 19
32 3 49 34 35
45 47 44 17 25
0 56 74 65 75
45 47 44 25 88
32 50 34 35 49
32 3 49 35 34
32 34 35 49 50
45 47 44 17 19
3 32 49 35 33
26 74 91 20 28
34 58 50 65 33
34 32 50 58 3
3 32 49 34 35
32 3 49 50 34
45 47 44 17 46
5 2 74 6 38
32 3 49 4 35
27 32 3 49 35
32 3 34 50 35
32 3 49 4 35
45 44 47 88 87
32 34 35 50 3
45 47 44 25 17
32 3 49 34 35
32 34 49 4 3
32 35 34 50 4
45 47 44 25 17
32 34 50 3 49
32 35 34 4 50
45 44 47 46 87
56 60 36 65 34
45 44 47 17 89
32 3 49 4 50
32 34 35 49 50
44 45 47 46 87
32 34 35 50 49
32 3 49 50 35
23 21 89 25 45
70 3 64 69 5
45 47 44 17 87
44 47 45 88 17
45 47 44 17 46
32 3 49 34 50
45 47 44 25 19
32 49 4 3 34
64 59 1 31 70
45 47 44 17 21
32 49 3 34 4
45 47 44 17 19
32 3 35 50 49
45 47 44 17 25
47 45 44 46 25
32 3 34 49 50
45 44 47 46 17
45 47 44 17 88
45 47 44 17 25
45 44 47 17 19
20 26 67 41 55
45 47 44 25 17
32 3 49 50 35
45 47 44 17 25
21 23 18 89 13
45 47 44 17 25
32 3 49 50 34
32 3 34 50 49
3 32 49 35 4
32 34 3 35 50
45 47 44 17 87
45 44 47 17 88
32 34 3 35 50
0 45 21 63 76
32 3 49 35 34
45 47 44 17 25
45 47 44 17 25
32 3 34 50 35
34 35 32 4 36
49 31 3 33 32
32 3 49 34 35
45 47 44 46 87
32 4 49 3 35
32 3 34 49 35
32 3 4 49 50
34 32 58 35 50
34 56 58 33 37
34 36 35 32 65
45 47 44 25 17
32 34 35 58 36
27 23 83 90 81
45 25 47 89 44
32 34 50 3 58
23 21 13 89 17
45 47 44 17 25
32 4 49 3 36
45 47 25 89 21
45 44 17 47 25
45 46 44 17 47
32 3 34 49 50
45 47 44 17 25
32 34 3 50 49
45 44 47 17 88
23 27 83 90 15
44 45 47 46 87
45 47 44 25 17
44 45 47 46 87
4 32 36 35 6
67 51 13 83 81
32 34 49 3 35
45 44 47 46 17
32 3 35 34 49
45 47 44 46 25
32 34 50 3 36
45 47 44 17 25
32 34 50 49 3
32 3 49 34 35
44 45 17 47 87
23 90 15 83 21
45 47 44 17 88
45 47 44 17 87
45 47 44 17 25
45 44 47 17 88
60 36 65 56 7
32 3 49 4 35
45 47 25 17 44
44 47 45 46 87
76 64 37 56 59
32 4 5 49 3
32 3 34 50 49
51 20 67 31 12
45 47 44 46 19
32 3 50 34 49
32 3 49 35 34
64 59 6 2 70
23 27 83 21 30
23 90 27 83 21
28 24 60 22 71
45 47 44 17 88
32 34 50 3 58
32 3 35 49 34
45 44 47 17 46
32 3 49 34 50
3 63 32 64 27
21 45 89 25 47
32 34 35 49 50
32 3 49 4 34
45 47 89 21 25
45 47 44 17 88
32 34 50 3 35
23 21 13 83 90
44 45 47 17 46
32 4 3 49 35
45 47 44 17 46
32 49 35 3 34
32 50 65 36 3
21 45 89 25 17
32 3 4 49 35
64 59 63 70 76
45 47 44 25 17
32 34 35 49 3
32 3 34 35 49
3 32 49 50 34
32 3 34 35 50
45 47 44 17 46
45 47 44 46 17
5 68 4 69 32
45 47 44 46 25
45 47 44 17 25
45 47 44 17 89
45 47 44 17 25
45 47 44 25 17
32 3 34 35 50
32 3 34 35 49
32 3 35 34 50
45 44 47 87 17
23 21 90 27 15
45 47 44 17 88
63 76 64 0 89
57 58 33 3 49
44 47 45 46 87
45 47 44 17 89
45 47 44 17 25
45 17 44 89 21
45 47 44 46 25
32 3 34 49 35
28 71 22 74 65
32 3 49 35 34
23 27 83 90 21
32 3 49 35 4
46 45 44 25 10
44 47 45 91 46
5 68 69 4 3
45 44 47 46 17
32 3 49 35 4
45 47 44 25 17
45 47 44 46 17
32 50 34 3 35
9 41 91 47 43
44 45 47 17 88
32 35 36 3 4
45 47 46 44 17
45 47 44 17 25
45 17 21 23 13
45 47 44 17 88
32 3 49 4 50
32 3 49 50 34
32 3 69 49 35
34 58 33 65 50
45 44 47 17 25
32 3 35 34 50
32 34 3 50 35
32 3 49 35 50
23 27 90 45 21
32 3 34 49 50
32 3 34 50 35
77 23 78 79 90
64 27 23 1 81
32 3 49 34 50
47 44 45 46 17
26 60 65 38 28
45 44 47 17 88
36 34 65 50 58
45 47 44 17 46
32 34 50 58 49
69 3 56 7 75
32 34 4 36 50
45 47 44 17 87
45 89 25 21 47
32 3 34 49 35
74 28 60 75 22
45 47 44 17 25
55 67 20 14 51
31 51 49 33 38
45 47 44 17 46
32 36 34 35 65
32 3 49 34 50
32 3 34 50 49
32 3 49 34 50
45 44 47 17 87
32 49 3 4 34
60 56 28 0 65
32 50 3 49 34
32 3 34 50 35
32 3 49 35 50
32 3 34 49 35
45 44 47 46 87
45 47 44 17 25
32 34 35 50 3
32 3 49 34 35
20 11 13 15 45
32 3 34 49 50
45 44 47 46 17
71 6 36 7 69
45 44 47 17 87
45 47 44 46 87
45 44 47 17 88
45 47 44 17 25
71 69 6 5 4
32 3 49 4 34
45 47 44 46 17
32 4 34 49 50
83 13 11 15 20
45 47 44 17 25
0 58 34 60 33
36 32 60 65 35
45 47 44 46 17
45 47 44 17 88
45 89 47 17 44
45 47 44 46 17
45 47 44 87 46
32 35 3 50 34
44 45 26 47 46
45 44 47 46 87
44 47 45 46 87
45 47 44 17 88
32 3 49 50 34
45 47 44 25 17
45 44 47 46 87
90 45 87 10 23
32 3 49 50 4
32 3 49 4 35
32 3 49 50 34
60 58 34 56 65
45 44 47 17 46
45 47 44 17 46
47 45 44 46 25
45 47 44 17 19
32 3 49 4 35
45 25 89 17 47
32 34 3 50 35
45 47 44 17 87
32 34 50 35 49
45 47 44 25 88
32 3 49 50 34
45 47 44 17 25
45 44 47 46 87
32 34 50 3 35
32 3 35 50 49
65 32 50 36 56
32 34 49 50 35
32 3 34 49 50
45 44 47 46 87
34 32 3 50 49
32 3 49 4 34
32 3 34 49 50
32 3 34 50 49
32 34 36 50 65
32 34 3 49 35
32 34 3 50 49
45 47 44 17 25
32 34 49 35 3
24 74 75 28 53
32 3 49 4 35
56 34 37 36 58
45 47 44 17 25
44 45 17 87 47
32 35 34 36 60
32 3 34 50 49
13 67 83 31 21
45 47 44 17 89
32 35 34 49 3
45 47 44 17 25
32 3 35 49 36
23 64 21 83 13
32 35 3 34 4
45 47 44 87 46
44 45 47 17 88
32 34 3 35 49
32 36 35 56 34
69 3 34 4 35
23 21 45 17 89
45 47 44 17 25
32 35 34 49 50
45 47 25 44 17
32 3 35 49 4
32 34 3 49 50
34 32 4 49 50
34 60 4 36 58
32 4 49 3 50
45 47 44 17 25
45 44 47 17 87
44 45 47 17 46
32 3 49 4 35
3 32 34 50 33
64 63 59 76 70
3 32 49 4 50
45 44 47 17 87
3 32 49 34 35
44 18 47 45 17
32 35 56 36 34
45 47 44 17 25
23 27 81 13 62
45 47 44 87 25
32 3 49 34 35
34 58 35 60 32
45 47 44 17 46
34 32 35 58 60
74 60 0 75 22
45 47 44 17 25
23 21 13 83 11
45 44 47 46 17
32 36 37 56 34
32 34 49 35 4
32 3 35 49 34
91 9 10 90 46
32 34 35 50 3
45 47 44 17 46
32 36 3 37 35
45 47 44 88 87
32 3 49 35 4
32 3 49 35 34
32 3 34 50 35
45 47 44 46 88
32 34 50 58 35
45 47 44 17 46
45 47 44 17 46
45 47 44 25 17
45 47 44 17 25
32 3 34 35 49
34 58 50 60 33
45 47 44 25 17
32 49 3 34 4
32 36 34 58 49
45 47 44 46 17
44 45 47 46 87
45 47 44 17 88
32 4 49 3 34
45 47 44 17 88
32 3 34 35 50
13 21 45 25 23
45 47 44 25 46
32 3 49 4 50
32 3 49 50 4
45 47 25 44 46
32 34 3 49 50
32 50 49 3 34
23 21 13 83 89
91 26 86 44 41
45 47 44 17 25
45 47 44 25 17
32 34 3 49 50
64 21 40 13 18
32 3 49 35 34
32 3 49 50 4
56 37 32 60 58
23 27 1 72 70
21 45 17 89 47
45 47 44 17 88
45 47 44 17 25
45 47 44 17 88
32 49 3 34 4
60 58 74 34 33
32 35 34 49 4
51 67 31 23 83
32 34 3 35 50
45 47 44 17 19
32 3 34 50 49
23 21 13 61 81
60 65 34 36 56
45 47 44 17 25
45 47 44 17 25
64 59 76 63 82
60 28 56 22 7
29 26 80 55 52
32 3 35 49 34
32 49 34 4 3
32 34 35 50 49
74 54 20 75 38
47 44 45 88 17
32 34 3 50 35
45 47 44 19 88
32 3 49 4 50
45 47 44 17 25
44 47 45 46 87
45 47 44 46 25
32 3 49 34 35
45 47 44 46 17
23 81 55 32 27
32 34 3 50 49
45 47 44 46 25
32 3 5 6 49
32 3 35 49 4
74 56 22 7 60
23 27 90 83 15
32 49 35 34 4
26 38 20 60 36
32 3 49 34 50
45 47 44 17 88
32 36 4 35 50
45 47 44 17 89
0 74 34 58 33
60 35 34 32 36
32 3 35 49 36
45 47 44 88 17
45 47 44 17 88
32 34 3 50 35
32 34 3 50 49
45 44 47 46 17
32 3 34 49 50
34 56 35 58 60
32 34 36 50 58
32 3 35 49 34
45 47 44 17 25
44 47 46 45 26
44 46 45 47 87
32 3 34 50 49
32 3 49 34 50
32 50 3 34 35
23 83 15 90 27
46 44 45 47 87
45 47 44 17 25
45 44 47 17 87
32 34 3 50 49
3 32 49 50 69
34 58 60 50 4
45 47 44 17 25
45 46 47 17 44
45 47 44 88 87
45 47 44 17 25
45 47 44 17 25
44 87 45 88 17
45 47 44 21 25
45 47 44 46 25
26 20 80 28 54
45 47 44 46 17
32 3 35 49 34
45 47 44 88 17
74 0 60 65 58
83 67 51 72 64
45 47 44 17 25
32 50 49 3 34
45 47 44 25 46
32 3 49 50 34
45 47 44 88 25
32 36 34 50 35
91 47 9 44 46
32 34 3 50 35
45 47 44 17 25
32 3 35 34 50
32 3 34 50 49
32 3 50 34 49
32 3 4 49 69
32 69 3 5 35
45 47 44 25 17
32 3 49 34 50
45 47 44 17 88
32 35 3 49 34
32 34 49 50 4
64 23 27 63 83
32 3 34 50 49
32 3 34 35 50
45 47 44 17 87
45 47 44 17 87
45 47 44 87 46
45 47 44 17 25
44 47 45 17 88
45 47 44 17 25
35 34 60 32 58
45 47 44 17 25
45 47 44 25 46
45 47 44 17 25
32 36 35 3 37
45 47 44 17 25
32 3 49 34 50
32 3 34 50 35
32 34 50 3 35
22 71 60 74 69
32 34 50 4 36
3 32 69 49 35
45 47 44 25 17
45 44 47 88 17
21 17 89 45 18
45 47 44 46 17
32 34 50 35 49
21 45 23 89 25
32 3 34 49 50
3 32 49 50 35
32 3 49 4 50
32 3 34 35 49
45 47 44 17 25
45 21 17 23 47
32 34 35 3 49
45 47 44 17 25
60 28 0 74 56
60 38 36 34 65
32 3 49 34 50
32 3 34 35 49
45 44 17 47 89
23 27 13 81 83
32 34 35 36 50
45 47 44 25 46
45 47 44 17 25
45 47 44 17 46
32 34 50 35 49
32 3 34 49 35
34 32 35 50 58
32 34 3 50 35
45 44 47 17 46
32 34 3 35 49
45 47 44 88 25
32 34 35 50 49
45 47 44 17 25
45 47 44 25 17
76 58 33 3 37
45 47 44 17 25
32 34 50 35 3
32 4 49 34 3
31 32 1 49 3
45 44 47 17 87
74 24 0 28 75
21 23 13 17 45
32 34 50 58 35
23 67 77 13 83
31 3 5 32 4
45 47 44 17 46
23 27 83 90 15
32 3 35 49 34
45 47 44 17 25
45 47 44 46 17
45 47 46 44 25
32 3 34 35 49
45 47 44 17 88
32 3 34 49 50
45 44 47 17 89
45 44 47 46 87
45 47 44 17 25
32 3 34 49 50
45 47 44 25 17
32 36 3 35 50
45 47 17 44 19
47 44 45 46 25
60 34 7 35 4
32 34 3 49 4
45 47 44 46 17
65 38 60 36 34
80 65 74 28 36
45 21 23 25 89
64 3 70 33 49
32 4 49 34 35
45 44 47 87 17
32 34 35 58 56
45 47 44 46 17
45 17 47 21 25
32 36 35 56 60
45 44 47 17 46
45 44 47 46 17
32 34 50 35 58
46 45 0 47 76
32 3 34 35 50
45 47 44 17 88
20 44 26 47 46
45 47 44 17 87
3 32 49 35 50
32 3 34 49 50
23 21 13 83 90
44 47 46 45 20
45 44 47 17 87
60 58 0 74 34
32 3 69 35 49
45 47 44 88 17
45 47 44 17 87
45 44 47 46 17
45 17 44 47 89
45 17 89 44 47
45 47 44 46 17
34 58 50 56 65
32 34 50 35 49
45 47 44 17 25
45 47 25 44 89
45 44 47 17 46
45 47 44 17 25
45 47 44 25 87
32 3 34 50 35
45 46 17 25 47
45 47 44 17 88
45 47 44 89 17
45 47 44 88 19
45 44 47 17 89
32 4 3 49 50
3 32 49 50 4
45 44 47 17 18
45 47 44 17 25
32 36 65 37 50
32 34 3 35 50
45 47 44 17 25
45 47 44 17 87
45 47 44 17 87
64 70 3 69 5
32 3 34 35 50
45 47 17 25 44
32 3 35 34 49
32 3 49 35 50
45 47 44 88 17
45 47 44 17 25
64 31 1 27 81
32 3 49 34 50
32 34 3 50 35
32 34 36 50 35
41 91 9 42 43
0 60 74 58 22
32 3 34 50 49
45 47 21 17 44
32 3 35 49 34
44 47 45 46 17
20 26 54 74 51
45 47 44 17 25
44 45 47 46 91
32 3 35 34 49
32 4 5 68 69
32 34 3 50 35
32 34 50 58 3
32 34 49 4 3
32 35 36 34 4
23 21 13 61 83
32 34 50 35 36
32 34 36 35 50
45 44 47 17 18
32 35 34 49 4
32 3 34 50 49
45 47 17 44 21
45 47 21 25 44
45 44 47 89 17
45 47 21 17 44
35 32 3 69 7
32 3 34 35 49
45 47 44 17 25
32 34 35 3 50
45 47 46 44 87
32 34 35 50 3
32 3 49 34 35
3 64 70 32 69
45 44 47 17 87
32 3 35 49 34
45 47 44 17 25
20 51 41 26 12
45 47 44 17 25
74 65 36 75 38
45 47 44 17 89
32 34 58 50 35
45 47 44 17 25
45 44 47 17 46
32 4 34 3 49
45 47 44 17 46
45 47 44 17 46
32 34 35 50 36
32 3 49 4 35
45 44 47 46 17
91 46 47 44 26
36 65 56 32 60
44 47 45 46 87
32 3 49 4 34
32 3 49 34 50
32 3 34 50 35
32 34 35 49 50
23 27 55 81 67
45 47 44 17 89
32 34 50 3 35
45 47 44 87 46
3 32 4 49 50
32 34 50 3 35
32 3 34 50 35
64 70 63 69 59
45 47 44 46 17
45 47 44 17 25
45 47 44 17 88
27 23 83 90 81
45 47 44 17 25
23 21 13 89 83
69 3 6 5 4
32 3 49 4 50
32 3 34 49 50
32 34 50 35 3
32 35 34 36 56
32 3 49 33 50
35 32 34 56 36
13 47 44 88 11
69 7 35 50 71
27 23 81 64 90
45 25 89 47 21
32 35 49 50 34
60 34 35 65 32
32 3 49 4 35
34 32 4 49 50
65 36 32 60 35
45 47 44 17 25
45 47 44 88 87
44 17 18 47 21
32 34 50 3 35
32 49 34 35 4
45 47 44 17 88
45 21 89 47 17
49 32 34 58 3
32 35 34 50 49
23 21 13 11 89
32 3 49 35 34
45 47 44 17 25
32 34 50 49 35
32 3 49 34 35
45 47 44 46 87
23 27 13 83 81
45 47 44 17 46
32 34 3 50 49
32 4 35 49 3
32 4 34 35 49
32 34 49 50 35
10 44 47 89 45
3 32 34 50 33
23 83 15 27 90
32 4 3 49 34
3 69 32 4 49
32 55 27 35 36
44 45 47 20 26
44 45 47 46 87
45 47 25 44 46
32 34 3 50 35
32 3 34 50 49
45 25 46 47 87
3 32 49 69 50
45 44 47 17 46
32 35 3 34 50
60 22 28 74 56
32 3 34 49 35
45 47 44 17 88
21 23 89 13 25
45 47 44 17 25
36 65 7 34 37
45 44 47 46 17
32 34 35 50 3
45 47 21 17 89
32 3 4 49 5
45 47 44 17 89
45 47 44 17 25
45 47 25 17 44
34 36 50 32 4
45 47 44 17 25
47 44 45 46 25
32 49 4 3 50
32 34 35 3 49
21 25 13 47 19
26 91 44 46 45
45 47 25 44 89
45 47 44 17 25
44 47 45 88 87
32 3 34 50 35
32 4 34 49 50
45 44 47 46 87
65 36 50 38 34
32 49 3 4 34
32 34 35 58 50
15 83 20 51 67
32 3 34 50 35
32 3 36 35 56
45 47 44 17 25
47 45 44 46 9
23 27 90 83 15
45 44 47 17 87
21 13 19 18 23
32 34 49 3 35
45 47 44 25 17
34 32 50 58 35
45 44 47 17 46
32 34 3 49 50
45 47 44 46 17
32 35 49 3 34
44 47 45 46 88
45 47 44 17 25
32 34 3 50 35
47 45 44 46 87
45 47 44 17 25
45 47 44 17 25
45 47 44 17 88
23 21 13 89 18
47 44 45 91 46
45 47 44 17 25
44 45 46 47 17
32 34 35 50 49
32 3 49 34 35
32 34 3 49 50
32 3 35 49 34
45 47 44 46 87
32 3 49 34 50
32 34 50 58 33
45 47 44 25 89
32 34 50 35 3
45 47 44 17 25
35 36 34 32 60
32 35 50 34 65
32 3 34 35 50
4 32 5 49 50
32 34 3 50 4
32 3 49 35 34
45 47 44 17 25
45 25 47 89 44
5 6 68 4 69
45 47 44 17 25
44 17 45 47 18
45 44 47 17 46
32 3 49 34 35
45 47 21 25 19
44 46 47 45 91
32 3 49 34 35
45 47 44 17 25
44 20 47 26 45
45 47 44 17 25
45 47 44 25 46
45 44 47 46 17
45 47 44 17 87
44 45 47 87 46
45 44 47 17 87
32 3 49 34 35
36 65 34 50 32
45 47 44 46 17
32 68 4 69 5
32 3 36 35 34
45 47 25 44 46
45 47 44 17 88
32 3 34 49 50
32 3 49 34 50
45 44 47 46 17
0 76 56 37 75
45 21 47 17 89
26 20 80 28 54
26 0 60 80 29
45 47 44 25 17
65 60 36 22 74
74 75 22 5 76
32 4 49 68 35
45 25 47 89 46
45 47 44 17 19
32 3 34 49 50
45 47 44 17 88
23 90 13 15 83
23 21 83 90 89
32 3 49 35 50
45 17 83 21 19
45 47 44 46 87
32 35 49 3 34
45 44 47 17 25
32 3 34 49 35
72 60 24 66 71
32 3 49 58 50
32 34 35 3 50
32 3 34 49 50
45 47 44 25 89
32 3 49 34 50
32 3 49 35 50
45 47 44 17 25
45 47 44 87 25
32 3 50 49 35
32 3 34 49 35
32 34 50 49 3
45 47 44 17 25
32 34 35 49 3
32 34 35 50 49
45 46 47 44 25
32 34 36 50 33
9 43 41 91 47
45 47 44 25 89
32 77 29 78 55
20 26 44 47 91
45 47 89 21 17
45 44 47 46 87
60 65 36 7 56
3 32 49 69 4
26 20 44 47 46
45 47 44 25 17
32 34 3 35 50
44 47 45 46 87
45 47 44 17 25
45 44 47 17 46
32 34 35 49 3
34 32 58 35 60
45 44 47 46 87
32 34 3 50 35
32 34 50 35 49
32 34 35 49 4
45 47 44 17 25
44 47 45 46 17
34 0 58 33 50
45 44 47 25 17
45 44 47 17 46
32 49 3 4 50
32 3 34 49 35
32 49 3 34 4
3 32 70 69 49
32 3 49 50 4
32 34 50 49 3
32 34 49 4 50
45 47 44 46 17
45 44 47 17 87
3 56 69 32 35
20 51 67 26 31
72 58 4 38 34
32 49 4 34 35
45 47 44 17 87
91 9 46 44 43
32 34 50 3 35
32 3 49 4 35
45 47 44 25 17
0 91 9 86 46
32 34 3 50 49
32 3 34 49 35
32 3 35 49 34
32 3 35 49 34
32 3 34 49 50
32 49 34 4 35
32 3 49 50 34
45 46 44 47 17
32 4 50 34 49
32 3 34 49 50
45 47 44 17 46
45 44 47 17 46
45 47 44 17 25
45 21 25 89 47
32 34 49 3 50
32 3 49 4 50
78 77 29 26 62
32 34 3 49 35
36 32 56 37 65
45 21 17 47 19
44 45 47 17 46
32 3 49 50 34
32 34 3 50 35
44 45 46 47 91
32 3 34 35 50
45 44 47 17 25
45 47 44 17 25
45 47 44 17 25
32 3 35 49 50
3 32 49 4 69
35 60 32 58 34
32 34 3 35 50
45 47 44 25 89
32 3 49 69 50
47 44 45 88 25
45 47 44 17 25
3 32 69 49 35
64 27 31 59 1
32 3 34 49 35
45 47 44 17 25
32 3 35 49 34
45 47 44 46 17
45 47 44 17 25
32 34 49 50 35
32 34 49 33 58
32 34 35 49 50
45 44 47 46 17
45 47 44 17 25
32 34 35 49 58
45 25 89 44 23
32 34 35 49 4
32 3 49 35 69
60 58 34 65 50
32 3 49 35 34
45 44 47 17 19
32 3 34 35 49
32 34 36 35 58
32 3 34 49 35
45 47 44 25 46
3 32 69 49 6
45 47 17 44 25
32 34 35 3 50
32 35 36 34 56
21 13 89 23 11
32 3 49 35 4
72 13 12 15 11
32 35 34 49 50
13 15 40 42 30
20 12 26 72 91
32 34 35 50 49
44 47 45 46 87
67 77 78 62 55
45 47 17 44 19
21 23 89 18 40
20 51 31 67 12
45 47 44 17 25
45 47 44 17 25
45 47 44 17 25
45 47 44 88 17
3 50 33 58 34
3 32 49 33 50
90 23 27 83 15
3 32 49 50 4
45 47 44 17 25
32 3 34 49 33
22 28 60 56 65
32 3 49 4 34
45 47 44 17 25
32 56 36 35 34
45 47 44 17 25
45 47 44 17 25
44 47 45 88 17
32 3 49 4 35
32 3 35 49 34
45 44 47 17 46
32 34 58 50 35
34 50 32 58 35
17 45 44 89 21
45 47 44 17 25
45 44 47 17 88
32 3 35 34 49
32 34 50 3 49
21 13 23 61 19
45 44 47 17 87
45 44 47 25 17
32 36 34 50 65
32 34 3 50 49
69 5 68 4 3
32 34 50 49 35
32 3 49 35 4
32 49 3 4 34
32 34 50 3 35
45 47 44 17 46
32 4 50 49 3
44 47 45 46 17
32 34 50 35 49
21 45 89 17 25
32 3 49 4 35
45 47 44 17 25
45 47 25 89 21
34 35 69 50 7
44 45 47 46 87
45 47 44 17 87
32 49 34 3 35
18 40 17 13 43
32 50 3 34 49
32 34 3 50 49
45 47 44 17 46
21 17 89 45 23
45 47 44 17 25
45 47 44 17 25
45 47 44 25 46
32 3 34 49 35
45 47 44 17 19
45 47 44 17 87
45 47 44 17 25
45 47 44 17 46
32 34 50 35 3
45 47 44 17 88
3 32 49 50 34
4 3 49 32 35
32 34 50 35 49
32 34 35 49 50
45 21 47 19 13
20 32 31 36 68
74 24 44 54 47
32 3 49 35 4
35 34 32 50 3
32 34 4 49 50
32 34 35 49 3
32 3 34 50 35
45 47 44 88 17
32 3 34 50 35
45 47 44 17 25
32 34 58 49 33
32 3 35 49 50
45 47 44 17 25
3 49 32 50 33
36 32 34 56 3
32 35 34 49 3
